titulo,data,edicao,ano,tipo
"2781 - Crédito Adicional Especial-saude - 19.761,60",20/12/2022,1468,6,Lei
"2784 - Crédito Adicional Suplementar -transporte- 35.000,00",20/12/2022,1468,6,Lei
"2780 - Crédito Adicional Suplementar -saude - 713.408,96",20/12/2022,1468,6,Lei
"2787 - Crédito Adicional Suplementar - esporte - 9.000,00",20/12/2022,1468,6,Lei
"2783 - Crédito Adicional Suplementar - 170.000,00",20/12/2022,1468,6,Lei
"2779 - Crédito Adicional Suplementar - Planejamento - 268.723,84",20/12/2022,1468,6,Lei
2786 - Autoriza o pagamento de premiações aos vencedores do campeonato SEMEL 2022,20/12/2022,1468,6,Lei
"2782 - Crédito Adicional Especial -1.826.360,70",20/12/2022,1468,6,Lei
"2785 - Crédito Adicional Especial -planejamento - 1.048,39",20/12/2022,1468,6,Lei
2777 - Dispõe sobre o Programa Legislativo Jovem Profissional,19/12/2022,1467,6,Lei
2772 - Estima a receita e fixa despesa do municipio exercício 2023,02/12/2022,1453,6,Lei
"297 - Criação, alteração da estrutura admva e nomenclatura das Secretarias Municipais",02/12/2022,1453,6,Lei
2774 - Autoriza doação de bem imóvel ABOVA,02/12/2022,1453,6,Lei
2773 - Inclui área no perímetro urbano Fazenda Paraíso,02/12/2022,1453,6,Lei
2771 - Câmara - Institui meia entrada para profesores em eventos culturais,01/12/2022,1452,6,Lei
"2776 -Crédito Adicional Suplementar - saúde - 600.000,00",29/11/2022,1449,6,Lei
"2775 -Crédito Adicional Especial - educação - 140.051,41",29/11/2022,1449,6,Lei
2766 -Institui a politica municipal de combate ao assédio moral,24/11/2022,1446,6,Lei
"2769 - Crédito Adicional Especial - Semads - 1.287,55",24/11/2022,1446,6,Lei
2765 - Regularização da pesca do tucunaré amarelo e azul na represa jurumirim,24/11/2022,1446,6,Lei
2768 - Autoriza o poder executivo conceder o direito real de uso a Fundação Lanhoso,24/11/2022,1446,6,Lei
2767 - Autoriza o poder executivo firmar parceria com a Assciação do Cavalo de Rédeas - ANCR,24/11/2022,1446,6,Lei
"2770 - Crédito Adicional Especial - Saúde - 4.525,60",24/11/2022,1446,6,Lei
"2764 -Crédito Adicional Suplementar - Orçamentos Municipalidade - R$ 2.531.820,00",23/11/2022,1443,6,Lei
2763 -Institui o Programa Rua do Lazer,11/11/2022,1437,6,Lei
"2759 - Crédito adicional especial - saúde - 12.888,00",09/11/2022,1435,6,Lei
2762 - Autoriza alienação de bem objeto da matricula 48549 chacara pratania para programa habitacional,09/11/2022,1435,6,Lei
296 - Alteração do §2º do art 9º da LC 216 de 2016 - Zona Rural,09/11/2022,1435,6,Lei
2761 - Autoriza firmar convênio com o DER SP,09/11/2022,1435,6,Lei
"2760 - Crédito adicional suplementar - educação - 2.374.000,00",09/11/2022,1435,6,Lei
2758 - Câmara - dispõe sobre o recolhimento de cachorras no cio,27/10/2022,1425,6,Lei
2757 - Câmara - cria o programa de doaçoes de sobra de materiais de construções,27/10/2022,1425,6,Lei
2756 - Câmara - Institui o uso do cordão de girassol para identificação de pessoas com deficiencia e ou transtornos ocultos,27/10/2022,1425,6,Lei
2751 - Autoriza a desafetar e efetuar a concessão de direito real de uso  da área de José Eduardo Alves,20/10/2022,1419,6,Lei
2750 - Autoriza a doação de terra aos munícipes de baixa renda,20/10/2022,1419,6,Lei
"2749 - Crédito Adicional Especial - SEMADS - 50.000,00",18/10/2022,1417,6,Lei
2748 - Autorização para inserção da Semana da Pesca no dia do Trabalhador e Semana Santa,18/10/2022,1417,6,Lei
2745 - Revoga Lei 677 2000 - doa C. Ferreira da Silva Filho ME,14/10/2022,1415,6,Lei
"2746 - Crédito Adicional Especial - Planejamento - 2.669,12",13/10/2022,1412,6,Lei
"2747 - Crédito Adicional Especial - Planejamento - 18.711,56",13/10/2022,1412,6,Lei
2737 - revoga da Lei 2065 de 2016,05/10/2022,1407,6,Lei
2743 - Desafeta imóvel matricula 85393 - Parque Santa Elizabeth IV,28/09/2022,1401,6,Lei
"2739 -  Crédito Adicional Suplementar - Sec Adm - 23.521.000,00",28/09/2022,1401,6,Lei
2742 - Autoriza a desembolsar valores para custeio da delegação do 84º Jogos Aberto do Interior Horacio Baby Barioni,28/09/2022,1401,6,Lei
"2741 -Crédito Adicional Especial - SEMADS - 80.000,00",28/09/2022,1401,6,Lei
2744 - Altera Lei 2641 2022 - Zeis com 4 pavimentos,28/09/2022,1401,6,Lei
"2740 -Crédito Adicional Suplementar - FUNDEB - 9.941.784,13",28/09/2022,1401,6,Lei
2735 - Autoriza conceder subsídio tarifário à concessionária de serviço de transporte coletivo urbano de passageiros,21/09/2022,1393,6,Lei
2738 - inclui área no perímetro urbano do municipio - Sítio Santa Barbara,21/09/2022,1393,6,Lei
2736 - Altera art. 5º da Lei 2480 de 2021,21/09/2022,1393,6,Lei
295 - Autoriza consignar a extinção da AMVAVE,19/09/2022,1389,6,Lei
2734 - Autoriza doação de área à CERIPA,14/09/2022,1388,6,Lei
294 - Acréscimo do art 5º na LC 293,14/09/2022,1388,6,Lei
"2733 - Crédito Adicional Especial - AVAREPREV - 50.000,00",13/09/2022,1387,6,Lei
2732 - Altera art. 2º da Lei 2152 de 2017 - corrida de rua - 30 dias,13/09/2022,1387,6,Lei
"2730 - Crédito Adicional Especial - SEMADS - 33.422,32",06/09/2022,1382,6,Lei
"2729 - Crédito Adicional Especial - SEMADS - 29.921,60",06/09/2022,1382,6,Lei
"2728 - Crédito Adicional Suplementar - Saúde - 1.122.952,00",06/09/2022,1382,6,Lei
"2731 - Crédito Adicional Especial - planejamento - 100.000,00",06/09/2022,1382,6,Lei
2727 - Regularização de construções,06/09/2022,1381,6,Lei
2721 - Institui vale-transporte - AVAREPREV,01/09/2022,1377,6,Lei
2725 - Altera Lei 2698 2022 - Abono de Natal Câmara,01/09/2022,1377,6,Lei
2724 - Autoriza adiantamento para realização da FAMPOP,01/09/2022,1377,6,Lei
2723 - Construção de fossas sépticas biodigestoras em loteamentos do municipio,01/09/2022,1377,6,Lei
2722 - Autoriza concessão de bem imóvel - SOUPLELISS COSMÉTICOS LTDA,01/09/2022,1377,6,Lei
"2726 - Crédito Adicional Suplementar - Planejamento - R$ 1.200.000,00",31/08/2022,1376,6,Lei
293 - Alteração do anexo III  da LC 126 2010 - Cria cargos em comissão - Secretario Adjunto,30/08/2022,1375,6,Lei
2720 - Institui vale-alimentação - AVAREPREV,24/08/2022,1371,6,Lei
"2719 - Crédito Adicional Especial - Planejamento - 610.578,37",17/08/2022,1366,6,Lei
"2718 - Crédito Adicional sUPLEMENTAR - SAÚDE - 834.000,00",17/08/2022,1366,6,Lei
"2717 - Crédito Adicional Especial - SEMADS - 100.000,00",17/08/2022,1366,6,Lei
2713 - Revoga lei 145 2001 - concessão de uso - núcle da castelo  cavalo manga larga,16/08/2022,1365,6,Lei
2709 - Implantação da inclusão da Língua Brasileira de Sinais - LIBRAS,16/08/2022,1365,6,Lei
"2716 - Alteração do art 4º da Lei 1647 2013 - importancia de 150.000,00 - esporte",16/08/2022,1365,6,Lei
2712 - Autorização para alienar por venda terrenos de prop do municipio - Residencial Village,16/08/2022,1365,6,Lei
2715 - regulamentação do controle de acesso nos loteamentos,16/08/2022,1365,6,Lei
2711 - Altera art 5º da Lei 379 2002 - Caderneta de Visista à Obra,16/08/2022,1365,6,Lei
2714 - altera artigos da Lei 2290 2019 - regulamenta praticas esportivas recreativas e culturais equestres,16/08/2022,1365,6,Lei
2710 - Cria Pipódromo,16/08/2022,1365,6,Lei
285 - Altera Anexo I - Quadro de Pessoal Permanente da LC 126 2010 - Tecnico de Enfermagem,22/07/2022,1345,6,Lei
292 - Alteração do anexo III - Cria cargos em comissão,22/07/2022,1345,6,Lei
"2706 - Crédito Adicional Suplementar -SEMADS - 150.000,00",22/07/2022,1345,6,Lei
288 - Alteração do anexo II - Quadro de FG - LC 251 2020 - Agente de Apoio - Abordagem Social,22/07/2022,1345,6,Lei
"2702 - Crédito Adicional Especial - Saúde - 53.987,34",22/07/2022,1345,6,Lei
291 - Alteração do anexo III Cargos em Comissão - extinção de cargos em comissão,22/07/2022,1345,6,Lei
"2705 - Crédito Adicional Especial -SEMADS - 150.000,00",22/07/2022,1345,6,Lei
287 - Alteração do anexo I - Quadro de Pessoal Permanente - Nivel Tecnico e Superior - Cria e extingue,22/07/2022,1345,6,Lei
"2701 - Crédito Adicional Especial - Saúde - 1.901.919,00",22/07/2022,1345,6,Lei
"2708 - Crédito Adicional Especial - Educação - 2.718.974,88",22/07/2022,1345,6,Lei
290 - Alteração sobre alteração do anexo III Cargos em Comissão - Coord. Tecnico Admvo da Divisão de Exped e Açoes Integradas da Sec de Gabinete,22/07/2022,1345,6,Lei
"2704 - Crédito Adicional Especial -SEMADS - 100.000,00",22/07/2022,1345,6,Lei
286 - Regulamenta a fixação do piso salarial de Agente Comunitário da Saúde,22/07/2022,1345,6,Lei
"2700 - Crédito Adicional Suplementar - Saúde - 22.500,00",22/07/2022,1345,6,Lei
"2707 - Crédito Adicional Especial -Saúde - 900.000,00",22/07/2022,1345,6,Lei
289 - Alteração sobre alteração da Lei Complementar 245 - Agente de Contratação,22/07/2022,1345,6,Lei
"2703 - Crédito Adicional Especial -SEMADS - 74.420,00",22/07/2022,1345,6,Lei
2699 - Altera a Lei nº 2670 2022 - isenção,18/07/2022,1341,6,Lei
2695 - Dispõe sobre a forma de instituição do calendário oficial do municipio,06/07/2022,1329,6,Lei
2698 - Altera a Lei nº 2601 2022 - abono de natal Camara,05/07/2022,1328,6,Lei
"2697 - crédito adicional especial - semads - 75.000,00",04/07/2022,1327,6,Lei
"2696 - crédito adicional especial - semads - 175.000,00",04/07/2022,1327,6,Lei
"2694 - Crédito Adicional Especial - semads - 100.000,00",04/07/2022,1327,6,Lei
"2693 - Crédito Adicional Especial - semads - 50.000,00",04/07/2022,1327,6,Lei
2692 - Classifica a Visão Monocular com Deficiencia Visual,30/06/2022,1325,6,Lei
2688 - Institiui e autoriza a concessão de serviço de guincho,30/06/2022,1325,6,Lei
2691 - Institui a Campanha Março Roxo,30/06/2022,1325,6,Lei
2690 - Institui no Calendário Oficial do Municipio o Dia de Conscientização da Violencia contra pessoa idosa,30/06/2022,1325,6,Lei
2689 - inclui no calendario oficial do municipio a Semana de Incentivo à Pratica de Atividades Fisicas e do Profissional de Ed Física,30/06/2022,1325,6,Lei
2681 - Dispõe implantação do programa Avaré cidade limpa - quem ama cuida,27/06/2022,1322,6,Lei
2683 - Dispõe sobre inclusão no calendário oficial de eventos a Semana de Conscientização e Combate ao Trabalho Infantil,27/06/2022,1322,6,Lei
2682 - Dispõe instalação de brinquedos adaptados e equipamentos p pessoas com mobilidade reduzida,27/06/2022,1322,6,Lei
2684 - Câmara - dispõe sobre proibição da suspensão de agua e energia eletrica em finais de semana e vespera de feriados,24/06/2022,1321,6,Lei
2687 - Câmara - Altera o art 4º da lei 1338 2010 - Dia da conscientização da importancia da atualização da caderneta de vacinação,24/06/2022,1321,6,Lei
2686 - Câmara - altera o art 4º da Lei 1338 2010 Dia de Combate à Discriminação Racial 21 de março,24/06/2022,1321,6,Lei
2685 - Câmara - Direito das maes amamentarem os seus filhos durante realização de concursos publicos,24/06/2022,1321,6,Lei
2680 - Dispõe sobre Diretrizes Orçamentárias do municipio,22/06/2022,1318,6,Lei
284 - Dispoe sobe alteração do anexo I da LC 216 - Função de Confiança educação,22/06/2022,1318,6,Lei
"2679 - CREDITO ADICIONAL ESPECIAL ANULAÇÃO_ COMPENSAÇÃO FINANCEIRA REC. HIDRICOS_R$ 650.000,00",22/06/2022,1318,6,Lei
"2675 - crédito adicional especial  - educação - 39.910,40",21/06/2022,1317,6,Lei
"2671 - crédito adicional especial  - semads - 500.000,00",21/06/2022,1317,6,Lei
2678 - crédito adicional especialr  - meioambiente - 2.013.697.23,21/06/2022,1317,6,Lei
"2674 - crédito adicional especial  - semads - 33.360,00",21/06/2022,1317,6,Lei
"2677 - crédito adicional suplementar  - saúde - 2.329.564,32",21/06/2022,1317,6,Lei
"2673 - crédito adicional especial  - semads - 548.492,00",21/06/2022,1317,6,Lei
"2676 - crédito adicional especial  - educação - 1.955.370,00",21/06/2022,1317,6,Lei
"2672 - crédito adicional especial  - educação - 307.460,62",21/06/2022,1317,6,Lei
2668 - inclui área no perímetro urano - Fazenda Bom Jardim,10/06/2022,1310,6,Lei
"2667 - Crédito Adicional Suplementar - Saúde - 1.400.000,00",10/06/2022,1310,6,Lei
2666 - altera o art 1º da Lei 2648 2022,10/06/2022,1310,6,Lei
"2669 - crédito adicional especial  - saúde - 31.500,00",10/06/2022,1310,6,Lei
2670 -  Câmara - Isenção IPTU portadores de doenças considerada graves,09/06/2022,1309,6,Lei
2665 - autoriza concessão de bem imóvel - LELU,09/06/2022,1309,6,Lei
2663 - Dispõe sobre obrigatoriedade da instalação de lixeiras externas em imóveis residenciais,08/06/2022,1308,6,Lei
2664 - Dispõe sobre os cães e gatos comunitários no municipio,08/06/2022,1308,6,Lei
2662 - Dispõe sobre alteraçao da Lei 1290 2009,02/06/2022,1304,6,Lei
2661 - Regulamenta e disciplina a colocação de caçambas coletoras de entulhos nas vias publicas do municipio,02/06/2022,1304,6,Lei
2660 - Autoriza conceder revisão gral anual e reajuste salarial aos funcionários FREA,26/05/2022,1297,6,Lei
282 - Autoriza conceder revisão geral anual de vencimentos dos servidores e empregados públicos,26/05/2022,1297,6,Lei
"2659 - Crédito Adicional Especial Educação - 181.757,13",26/05/2022,1297,6,Lei
"2658 - Crédito Adicional Especial AVAREPREV - 150.000,00",26/05/2022,1297,6,Lei
283 - Dispoe sobe alteração do anexo I da LC 216 - Função de Confiança educação,26/05/2022,1297,6,Lei
2657 - Alteração do dispositivo da Lei 1.283,25/05/2022,1296,6,Lei
"2656 - Crédito adicional suplementar - Educação - R$ 1.712.144,07",24/05/2022,1295,6,Lei
2655 - Atendimento Educacional Especializado - AEE,19/05/2022,1290,6,Lei
2654 - Autoriza a concessão de bem imóvel - sangiacomo materiais de construções,17/05/2022,1288,6,Lei
2650 - Realizar exame preventivo de Diabetes nos alunos da rede publica de ensino,13/05/2022,1286,6,Lei
2646 - Dispõe sobre os Direitos da Mulher e Institui o Conselho Municipal dos Direitos da Mulher,13/05/2022,1286,6,Lei
"2649 - Crédito Adicional Esipecial - Educação - 78.070,90",13/05/2022,1286,6,Lei
2645 - Institui a campanha AGOSTO LILÁS  - fim da violencia contra a mulher,13/05/2022,1286,6,Lei
"2652 -Crédito Adicional Especial - Agricultura - 176,16",13/05/2022,1286,6,Lei
"2648 - Crédito Adicional Especial - Saúde - 452.150,00",13/05/2022,1286,6,Lei
2644 - Dispõe sobre o direito de toda a mulher a ter acompanhante nas consultas e exames nos estabelecimentos públicos e privados de saúde do Município,13/05/2022,1286,6,Lei
"2651 -Crédito Adicional Especial - Saúde - 33.601,54",13/05/2022,1286,6,Lei
2647 - Dispõe sobre a fixação de cartazes nas escolas municipais - disque denúncia contra pedofilia e abuso sexual de crianças e adolescentes,13/05/2022,1286,6,Lei
2642 - Autoriza a concessão de bem imóvel - Clube Avareense de Aeromodelismo - CAVA,06/05/2022,1282,6,Lei
2643 - Câmara - regularização de construções,05/05/2022,1281,6,Lei
2641 - Inclui área no Perímetro Urbano - Chácara Pratânia,04/05/2022,1280,6,Lei
2635 - Câmara - Altera art 4º da Lei 1338 - Semana de Conscientizaçao da Importancia da Acessibilidade para pessoas com deficiencia,29/04/2022,1274,6,Lei
2634 - Câmara - Intitui o mês Dezembro Laranja - Cancer de pele,29/04/2022,1274,6,Lei
2633 - Câmara - DIa Municipal em Memória às Vítimas da COVID-19,29/04/2022,1274,6,Lei
2636 - Câmara - Institui a marcha da Precvençao ao Suicídio,29/04/2022,1274,6,Lei
2632 - Regina Câmara,28/04/2022,1273,6,Lei
"2639 - Crédito Adicional Especial - Saúde - 689.939,04",28/04/2022,1273,6,Lei
"2638 - Crédito Adicional Especial - Saúde - 2.918.016,37",28/04/2022,1273,6,Lei
281 - Câmara Regina,28/04/2022,1273,6,Lei
"2637 - Crédito Adicional Especial - Educação - 230.470,45",28/04/2022,1273,6,Lei
"2640 - Crédito Adicional Especial - Agricultura - 45.867,04",28/04/2022,1273,6,Lei
2628 - Autoriza a concessão de bem imóvel - ABOVA,26/04/2022,1270,6,Lei
2627 - Revoga Lei 2067 2016,26/04/2022,1270,6,Lei
280 - Autoriza o Executivo efetivar pagamento de progressão funcional aos ocupantes de cargos da educação,11/04/2022,1258,6,Lei
"2626 - Crédito Adicional Especial - Progressão Educação Básica - 4.638.556,95",11/04/2022,1258,6,Lei
279 - Institui o Programa de Recuperação Fiscal - REFIS,07/04/2022,1256,6,Lei
"2625 - Crédito Adicional Suplementar - Sec de Obras - 200.000,00",07/04/2022,1256,6,Lei
2624 - Obrigatoriedade de prestar socorro aos animais atropelados no municipio de avare,25/03/2022,1239,6,Lei
2623 - Institui a Semana Municipal do Trabalhador,25/03/2022,1239,6,Lei
"2622 - Crédito Adicional Especial - FUMBOAR -1.399.484,48",25/03/2022,1239,6,Lei
"2621 - Crédito Adicional Especial - Sec Agric e Abast -1.251,82",25/03/2022,1239,6,Lei
2620 - Institui o Dia do Ciclista e a Politica de Fomento ao Ciclismo,22/03/2022,1235,6,Lei
"2618 - Crédito Adicional Especial - Sec de Obras e Serviços - R$ 729,35",09/03/2022,1224,6,Lei
"2617 - Crédito Adicional Especial - Sec de Obras e Serviços - R$ 120.930,50",09/03/2022,1224,6,Lei
"2619 - Crédito Adicional Especial - Semads - R$ 2.358.300,23",09/03/2022,1224,6,Lei
2616 - Parceria com Instituições de ensino superior curso de psicologia,07/03/2022,1219,6,Lei
"2604 - Crédito Adicional Especial - SEMADS -169,91",24/02/2022,1212,6,Lei
"2611 - Crédito Adicional Especial - SEMADS -4.624,56",24/02/2022,1212,6,Lei
"2607 - Crédito Adicional Especial - SEMADS -39.866,60",24/02/2022,1212,6,Lei
"2614 - Crédito Adicional Especial - SEMADS -779,38",24/02/2022,1212,6,Lei
"2603 - Crédito Adicional Especial - SEMADS -169.500,75",24/02/2022,1212,6,Lei
"2610 - Crédito Adicional Especial - SEMADS -12.146,60",24/02/2022,1212,6,Lei
"2606 - Crédito Adicional Especial - SEMADS -44.699,63",24/02/2022,1212,6,Lei
"2613 - Crédito Adicional Especial - SEMADS -113.939,48",24/02/2022,1212,6,Lei
"2602 - Crédito Adicional Especial - SEMADS - 205.252,99",24/02/2022,1212,6,Lei
"2609 - Crédito Adicional Especial - SEMADS -18.422,38",24/02/2022,1212,6,Lei
"2605 - Crédito Adicional Especial - SEMADS -125.069,87",24/02/2022,1212,6,Lei
"2612 - Crédito Adicional Especial - SEMADS -289.481,37",24/02/2022,1212,6,Lei
278 - Altera dispositivo na L C 126 - Adicional 45%,24/02/2022,1212,6,Lei
"2608 - Crédito Adicional Especial - SEMADS -34.912,58",24/02/2022,1212,6,Lei
"2615 - Crédito Adicional Especial - SEMADS -554,47",24/02/2022,1212,6,Lei
2601 - índice para revisão geral anual e reajuste da remuneração dos servidores da Câmara,22/02/2022,1209,6,Lei
2598 - Instalação de placas informativas sobre locais de grande incidencia de alagamentos,21/02/2022,1208,6,Lei
"2600 - Parceria entre Prefeitura, Defesa Civil e Corpo de Bombeiros para mapeamento dos pontos de alagamentos",21/02/2022,1208,6,Lei
2599 - Criação e inclusão de notificação meteorologica no site da Prefeitura,21/02/2022,1208,6,Lei
2597 - Altera o § 1º do art 7º da Lei 1283 de 2009,18/02/2022,1207,6,Lei
2596 - Proceder permuta de área de propriedade do Municipio,18/02/2022,1207,6,Lei
2595 - concessão de bem imóvel CASA NOVA MIX LTDA,09/02/2022,1200,6,Lei
276 - Reestrutura o Regime Próprio de Previdência Social - AVAREPREV,27/01/2022,1187,6,Lei
2594 - Autoriza poder executivo a celerar convênio com o SESI,27/01/2022,1187,6,Lei
277 - Altera o art 2º da Lei Complementar 90 2009 - SECRETARIAS,27/01/2022,1187,6,Lei
2593 - Obrigatoriedade de realização de exame toxicologico de queratina Vereadores,17/01/2022,1178,6,Lei
2592 - Altera art.1º da Lei nº 2.590 2021 - JC,17/01/2022,1178,6,Lei
"2591 - Credito Adicional Especial - Saúde - 252.000,00",17/01/2022,1178,6,Lei
274 - Altera o Anexo I - Quadro de emprego público - Enfermeiro PSF,13/01/2022,1175,6,Lei
275 - Altera o Anexo I - Quadro de pessoal permanente - Enfermeiro,13/01/2022,1175,6,Lei
"2589 - Crédito Adicional Suplementar - educação FUNDEB- R$ 3.786.590,90",20/12/2021,1155,5,Lei
"2588 - Crédito Adicional Suplementar - saúde - R$ 670.000,00",20/12/2021,1155,5,Lei
273 - Altera  o art 3º da Lei Complementar 263 FMSAI,20/12/2021,1155,5,Lei
2587 - Altera redação do caput do art 2º Lei 2412 - 2020 - subsídio Vice Prefeito,14/12/2021,1150,5,Lei
"2584 - Crédito Adicional Especial - Saúde - 60.000,00",02/12/2021,1140,5,Lei
2583 - Autoriza de bem imovel - UNIÃO NEGRA AVAREENSE - UNA,02/12/2021,1140,5,Lei
"2586 - Crédito Adicional Especial - Saúde -102.000,00",02/12/2021,1140,5,Lei
"2582 - Inclusão do art 1º - A na Lei 2411 - ferias e 13º de vereadores, prefeito e vice",02/12/2021,1140,5,Lei
"2585 - Crédito Adicional Especial - Saúde -259.533,64",02/12/2021,1140,5,Lei
2581 - Proíbe a utilização de verba pública em eventos e serviços que promovam a sexualização de crianças e adolescentes,02/12/2021,1140,5,Lei
2577 - Altera a redação do art. 3º §Ú da Lei 2532 - Cléia Dalva Pereira Balera Eireli Epp,01/12/2021,1138,5,Lei
"269 - Alteração dos anexos da Lei Complementar 254 de 2010, redenominação e redefinição das atribuições de cargos",01/12/2021,1138,5,Lei
"2580 - Crédito Adicional Suplementar PLANEJAMENTO - 580.000,00",01/12/2021,1138,5,Lei
272 - Altera anexo III da Lei complementar 253 de 2020 - redenominação e redefinição Chefe de Planejamento e Gestão Admva,01/12/2021,1138,5,Lei
"2579 - Crédito Adicional Especial - SEMADS - 50.000,00",01/12/2021,1138,5,Lei
271 - Altera anexo III da Lei complementar 188 de 2013 - redenominação e redefinição Bairro Costa Azul,01/12/2021,1138,5,Lei
"2578 - Crédito Adicional Especial - SEMADS - 200.000,00",01/12/2021,1138,5,Lei
270 - Altera anexo III da Lei complementar 140 de 2011 - redenominação e redefinição SAMU,01/12/2021,1138,5,Lei
2576 - Autoriza Sec. de Esportes a desembolsar valores para pagamento de premiação - Final Campeonato Mun de Avaré Novembro Azul,30/11/2021,1137,5,Lei
2568 -Estima a receita e fixa a despesa do Município 2022,25/11/2021,1134,5,Lei
2575 - Alteração e inclusão de dispositivosda Lei Municipal 315 1995 - Estatuto dos Func Públicos,25/11/2021,1134,5,Lei
"265 - Criação, alteração da estrutura administrativa e nomenclatura SMPO",25/11/2021,1134,5,Lei
"2571 -Altera a redação do art. 3º, §Ù, da Lei 2531-ROMA ENGENHARIA",25/11/2021,1134,5,Lei
2567 -Autoriza afetação de área pública no Bairro Jardim Paraiso,25/11/2021,1134,5,Lei
2574 - Revoga a Lei Municipal 1440 de 30 11 2010,25/11/2021,1134,5,Lei
"2570 -Altera a redação do art. 3º, §Ù, da Lei 2529 - KI-KAKAU",25/11/2021,1134,5,Lei
"267 - Criação, alteração da estrutura administrativa e nomenclatura SEMAJ",25/11/2021,1134,5,Lei
"2573 -Altera a redação do art. 3º, §Ù, da Lei 2538-LAJES FERREIRA & BARBOSA LTDA ME",25/11/2021,1134,5,Lei
"2569 -Altera a redação do art. 3º, §Ù, da Lei 2530 - Pedro Martins da Costa Eirelli EPP",25/11/2021,1134,5,Lei
"266 - Criação, alteração da estrutura administrativa e nomenclatura SMTS",25/11/2021,1134,5,Lei
"2572 -Altera a redação do art. 3º, §Ù, da Lei 2533-WALLTEC",25/11/2021,1134,5,Lei
"268 - Estabelece novo valor do vale alimentação - R$ 400,00",24/11/2021,1133,5,Lei
"2564 -Crédito Adicional Suplementar -Obras  - R$ 130.000,00",11/11/2021,1123,5,Lei
2566 -Autoriza afetação de área pública no Bairro Costa Azul III,11/11/2021,1123,5,Lei
"2565 -Crédito Adicional Suplementar -saúde  - R$ 680.000,00",11/11/2021,1123,5,Lei
263 - Cria Fundo Municipal de Saneamento Ambiental e de Infraestrutura - FMSAI,11/11/2021,1123,5,Lei
"2562 -Crédito Adicional Suplementar - Obras e Serviços - R$ 345.000,00",11/11/2021,1123,5,Lei
264 - Alteração do inciso I do art 12 da Lei Complementar 216 de  2016 - Bonus da Educação Básica,11/11/2021,1123,5,Lei
"2563 -Crédito Adicional Especial - Saúde - R$ 771.232,00",11/11/2021,1123,5,Lei
"2561 -Altera § Ú, art 2º da Lei 2557 - Vale Alimentação Conselho Tutelar",11/11/2021,1123,5,Lei
2560 -Autoriza criar Banco de Materiais Ortopédicos,09/11/2021,1120,5,Lei
"2559 -Crédito Adicional Especial - SEMADS - R$ 26.521,17",09/11/2021,1120,5,Lei
"2555 - Crédito Adicional Especial - saúde - R$ 532.863,00",26/10/2021,1110,5,Lei
2556 - Diretrizes para ações de promoção da dignidade menstrual,26/10/2021,1110,5,Lei
2557 - Concessão do Vale Alimentação aos Conselheiros Tutelares,26/10/2021,1110,5,Lei
2558 - Autoriza o executivo a efetuar adiantamento de recursos financeiros destinados Vacina Cultural - Aldir Blanc,26/10/2021,1110,5,Lei
2554 - Concessão de bem imóvel - Lauro Madeiras Comércio e Construções Ltda EPP,22/10/2021,1106,5,Lei
"2553 - Crédito Adicional Suplementar - Educação  - R$489.163,18",22/10/2021,1106,5,Lei
"2552 - Crédito Adicional Especial - Obras e Serviços - R$ 250.000,00",22/10/2021,1106,5,Lei
2549 - Institui Semana Ulysses Guimarães,08/10/2021,1092,5,Lei
2551 - Revoga Lei Municipal 1987 de 2016,08/10/2021,1092,5,Lei
2550 - Anexo,08/10/2021,1092,5,Lei
2550 - Revisão do Plano Municipal de Gestão Integrada de Resíduos Sólidos,08/10/2021,1092,5,Lei
2548 - Institui o Regime de Previdencia Complementar,01/10/2021,1083,5,Lei
2545 - Institui o Conselho de Polícia Cultural de Avaré,21/09/2021,1072,5,Lei
2547 - Decretação de utilidade pública municipal a Grupo de Assistencia ao Adolescente e Desenvolvimento da Criança GAADAC,21/09/2021,1071,5,Lei
"2546 - Crédito Adicional Especial - Cultura R$ 572.560,55",17/09/2021,1069,5,Lei
2544 - Autoriza o poder executivo municipal através da Secretaria de Saúde a desembolsar valores para custeio de exames,14/09/2021,1065,5,Lei
"2542 - Crédito Adicional Especial - Saúde  - R$ 150.000,00",26/08/2021,1050,5,Lei
2538 - Autoriza concessão de bem imóvel - Lajes Ferreira & Barbosa Ltda ME,26/08/2021,1050,5,Lei
"2541 - Crédito Adicional Especial - Agricultura  - R$ 50.000,00",26/08/2021,1050,5,Lei
"2540 - Crédito Adicional Especial - Saúde  - R$ 450.000,00",26/08/2021,1050,5,Lei
"2543 - Crédito Adicional Especial - Saúde  - R$ 185.087,69",26/08/2021,1050,5,Lei
"2539 - Crédito Adicional Especial - Saúde  - R$ 103.011,48",26/08/2021,1050,5,Lei
2537 -Altera Lei 1682 de 28 de maio de 2013,13/08/2021,1041,5,Lei
2535 - Anexo Autografo 130.2021,12/08/2021,1040,5,Lei
2534 - Aprovação do Plano Municipal de Recuperação e Conservação da Mata Atlantica e do Cerrado,12/08/2021,1040,5,Lei
2534 - Anexo Autografo 129.2021,12/08/2021,1040,5,Lei
2536 - Anexo Autografo 131.2021,12/08/2021,1040,5,Lei
2535 -Aprovação do Plano Municipal de Controle de Erosão,12/08/2021,1040,5,Lei
2536 -Aprovação do Plano Municipal de Arborização Urbana,12/08/2021,1040,5,Lei
2533 - Autoriza concessão de imovel -Walltec S.A.,10/08/2021,1038,5,Lei
